"","Order","Family","Binomial","Age","Sex","Molt","Longitude_decimal_degrees","Latitude_decimal_degrees","State","Altitude","Year","ForestCover","BodyCond","PCHB1","Cluster","Temp","Rainfall","Elevation","Speciesdiversity","Region"
"32927","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.37,-22.429,"SP",354,"2005",29412,133.73,-3.55938090786402,2,221,1195,353.35,0.430856317281723,"Tropical"
"32929","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Female","Unknown",-43.7431,-20.4578,"MG",1162,"2012",47875,94.87,-3.55938090786402,2,186,1506,991.06,0.345935881137848,"Tropical"
"32931","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,117.46,-3.55938090786402,2,203,1250,593.86,0.284402221441269,"Tropical"
"32935","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","Yes",-51.951507,-23.917488,"PR",303,"2003",31280,131.61,-3.55938090786402,2,209,1490,340.46,0.213563829660416,"Sub-tropical"
"32936","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.37,-22.429,"SP",354,"2004",29412,133.71,-3.55938090786402,2,221,1195,353.35,0.430856317281723,"Tropical"
"32940","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2015",54052,142.64,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32941","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","Yes",-54.487792,-25.619635,"PR",181,"2012",54052,128.43,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32942","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2012",54052,140.58,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32943","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2011",54052,155.34,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32945","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2014",54052,142.57,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32950","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,128.31,-3.55938090786402,2,203,1250,593.86,0.284402221441269,"Tropical"
"32951","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.37,-22.429,"SP",354,"2004",29412,132.77,-3.55938090786402,2,221,1195,353.35,0.430856317281723,"Tropical"
"32953","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Male","Unknown",-45.0667,-21.0667,"MG",917,"2003",25202,142.03,-3.55938090786402,2,202,1481,860.4,0.47477912902832,"Tropical"
"32958","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2015",54052,139.52,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32961","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2013",54052,146.02,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32962","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","Unknown",-48.054843,-20.091019,"SP",569,"2007",47087,133.25,-3.55938090786402,2,232,1415,537.71,0.499690115451813,"Tropical"
"32965","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,122.39,-3.55938090786402,2,203,1250,593.86,0.284402221441269,"Tropical"
"32967","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","no",-54.487792,-25.619635,"PR",181,"2014",54052,139.52,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32969","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Male","Unknown",-44.4328,-19.8678,"MG",831,"2012",61115,127.12,-3.55938090786402,2,212,1420,783.68,0.245673134922981,"Tropical"
"32972","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Male","Unknown",-42.8764,-21.9108,"MG",593,"2011",23578,140.7,-3.55938090786402,2,209,1472,661.04,0.296298086643219,"Tropical"
"32975","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2016",54052,144.75,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32977","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.37,-22.429,"SP",354,"2005",29412,152.16,-3.55938090786402,2,221,1195,353.35,0.430856317281723,"Tropical"
"32980","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","Yes",-54.487792,-25.619635,"PR",181,"2013",54052,134.6,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32985","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2014",54052,139.04,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32987","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2013",54052,143.57,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"32989","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","Unknown",-48.054843,-20.091019,"SP",569,"2007",47087,149.15,-3.55938090786402,2,232,1415,537.71,0.499690115451813,"Tropical"
"32996","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.343,-22.475,"SP",404,"2006",32772,136.94,-3.55938090786402,2,221,1195,312.37,0.464405000209808,"Tropical"
"32999","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2014",54052,146.56,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"33001","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.343,-22.475,"SP",404,"2005",32772,125.36,-3.55938090786402,2,221,1195,312.37,0.464405000209808,"Tropical"
"33007","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Male","Unknown",-43.4714,-19.9969,"MG",827,"2014",25710,144.3,-3.55938090786402,2,204,1398,777.07,0.378232568502426,"Tropical"
"33010","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Female","Unknown",-43.4086,-19.1033,"MG",625,"2011",22925,134.23,-3.55938090786402,2,207,1643,615.45,0.287520855665207,"Tropical"
"33018","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Male","Unknown",-43.9372,-20.2903,"MG",1204,"2010",38906,107.24,-3.55938090786402,2,184,1513,1281.49,0.252469390630722,"Tropical"
"33019","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","Unknown",-48.054843,-20.091019,"SP",569,"2009",47087,118.68,-3.55938090786402,2,232,1415,537.71,0.499690115451813,"Tropical"
"33020","Passeriformes","Tyrannidae","Corythopis_delalandi","Adult","Unknown","Unknown",-48.054843,-20.091019,"SP",569,"2008",47087,108.31,-3.55938090786402,2,232,1415,537.71,0.499690115451813,"Tropical"
"33025","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2011",54052,139.58,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"33026","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.299,-22.527,"SP",547,"2005",18627,133.25,-3.55938090786402,2,223,1195,357.7,0.43805655837059,"Tropical"
"33027","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Male","Unknown",-46.7667,-19,"MG",962,"2009",47726,157.11,-3.55938090786402,2,217,1499,1015,0.204441338777542,"Tropical"
"33029","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.356,-22.522,"SP",304,"2005",16856,136.87,-3.55938090786402,2,224,1194,295.92,0.481444776058197,"Tropical"
"33031","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.299,-22.527,"SP",547,"2006",18627,142.02,-3.55938090786402,2,223,1195,357.7,0.43805655837059,"Tropical"
"33033","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2014",54052,146.56,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"33035","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Male","Unknown",-43.4714,-19.9969,"MG",827,"2014",25710,143.02,-3.55938090786402,2,204,1398,777.07,0.378232568502426,"Tropical"
"33042","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Female","no",-54.487792,-25.619635,"PR",181,"2013",54052,146.56,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"33044","Passeriformes","Tyrannidae","Corythopis_delalandi","Unknown","Unknown","Unknown",-52.343,-22.475,"SP",404,"2005",32772,135.93,-3.55938090786402,2,221,1195,312.37,0.464405000209808,"Tropical"
"33046","Passeriformes","Tyrannidae","Corythopis_delalandi","Juvenile","Unknown","no",-54.487792,-25.619635,"PR",181,"2016",54052,146.88,-3.55938090786402,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"33051","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Yes",-49.076722,-22.775,"SP",611,"2013",43380,141.12,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33052","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.402289,-22.529975,"SP",610,"2015",16765,146.35,-2.01448104881013,2,207,1274,581.95,0.247151374816895,"Tropical"
"33053","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.402289,-22.529975,"SP",610,"2015",16765,122.88,-2.01448104881013,2,207,1274,581.95,0.247151374816895,"Tropical"
"33055","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Unknown",-47.460399,-23.88904,"SP",912,"2006",23446,169.43,-2.01448104881013,2,170,1720,997.47,0.509962022304535,"Sub-tropical"
"33056","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Unknown",-47.436016,-23.880844,"SP",914,"2006",18571,144.12,-2.01448104881013,2,170,1720,1003.62,0.520179152488708,"Sub-tropical"
"33060","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-47.949986,-24.16386,"SP",489,"2012",16576,148.52,-2.01448104881013,2,180,1446,475.46,0.518510937690735,"Sub-tropical"
"33062","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,121.82,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33063","Passeriformes","Furnariidae","Lochmias_nematura","Juvenile","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,162.83,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33066","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,117.14,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33067","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,111.35,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33072","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-47.949986,-24.16386,"SP",489,"2012",16576,160.98,-2.01448104881013,2,180,1446,475.46,0.518510937690735,"Sub-tropical"
"33074","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Yes",-49.076722,-22.775,"SP",611,"2013",43380,130.81,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33076","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,123.7,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33078","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.402289,-22.529975,"SP",610,"2015",16765,108.02,-2.01448104881013,2,207,1274,581.95,0.247151374816895,"Tropical"
"33084","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Yes",-49.076722,-22.775,"SP",611,"2013",43380,136.42,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33087","Passeriformes","Furnariidae","Lochmias_nematura","Juvenile","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,159.53,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33088","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Unknown",-47.478972,-23.893093,"SP",912,"2007",26976,162.4,-2.01448104881013,2,170,1720,927.26,0.484431654214859,"Sub-tropical"
"33089","Passeriformes","Furnariidae","Lochmias_nematura","Juvenile","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,115.52,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33094","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,147.42,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33095","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,136.94,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33099","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Unknown",-47.436016,-23.880844,"SP",914,"2006",18571,179.1,-2.01448104881013,2,170,1720,1003.62,0.520179152488708,"Sub-tropical"
"33101","Passeriformes","Furnariidae","Lochmias_nematura","Juvenile","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,165.03,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33102","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.402289,-22.529975,"SP",610,"2015",16765,113.12,-2.01448104881013,2,207,1274,581.95,0.247151374816895,"Tropical"
"33105","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Unknown",-47.478972,-23.893093,"SP",912,"2006",26976,141.12,-2.01448104881013,2,170,1720,927.26,0.484431654214859,"Sub-tropical"
"33111","Passeriformes","Furnariidae","Lochmias_nematura","Juvenile","Unknown","no",-49.076722,-22.775,"SP",611,"2013",43380,165.03,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33119","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,114,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33120","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","Yes",-49.402289,-22.529975,"SP",610,"2015",16765,120.48,-2.01448104881013,2,207,1274,581.95,0.247151374816895,"Tropical"
"33124","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,124.63,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33126","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,138.74,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33128","Passeriformes","Furnariidae","Lochmias_nematura","Adult","Unknown","no",-49.076722,-22.775,"SP",611,"2016",43380,127.84,-2.01448104881013,2,203,1250,593.86,0.284402221441269,"Tropical"
"33238","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.14374,-15.209971,"BA",35,"2017",43439,88.86,-2.01448104881013,2,242,1576,80.98,0.483926683664322,"Tropical"
"33243","Passeriformes","Pipridae","Machaeropterus_regulus","Juvenile","Male","Unknown",-39.159532,-15.248086,"BA",42,"2017",27093,82.32,-2.01448104881013,2,242,1576,109.97,0.347323387861252,"Tropical"
"33244","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.089116,-15.258441,"BA",19,"2017",29545,96.12,-2.01448104881013,2,242,1576,88.99,0.480224698781967,"Tropical"
"33245","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,91.73,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33247","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.159532,-15.248086,"BA",42,"2017",27093,87.77,-2.01448104881013,2,242,1576,109.97,0.347323387861252,"Tropical"
"33248","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,94.93,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33249","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.123508,-15.128903,"BA",24,"2017",27108,87.77,-2.01448104881013,2,241,1606,81.69,0.467869132757187,"Tropical"
"33250","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.159532,-15.248086,"BA",42,"2017",27093,89.59,-2.01448104881013,2,242,1576,109.97,0.347323387861252,"Tropical"
"33251","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,91.06,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33253","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.195235,-15.297331,"BA",49,"2017",38118,86.4,-2.01448104881013,2,237,1314,66.06,0.495088934898376,"Tropical"
"33254","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.2211,-14.6533,"BA",35,"2011",20208,101.74,-2.01448104881013,2,241,1627,52.84,0.334966212511063,"Tropical"
"33257","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.243959,-15.818562,"BA",116,"2017",26652,84.89,-2.01448104881013,2,238,1377,95.94,0.296458333730698,"Tropical"
"33260","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.14374,-15.209971,"BA",35,"2017",43439,93.79,-2.01448104881013,2,242,1576,80.98,0.483926683664322,"Tropical"
"33262","Passeriformes","Pipridae","Machaeropterus_regulus","Juvenile","Male","Unknown",-39.159532,-15.248086,"BA",42,"2017",27093,102.82,-2.01448104881013,2,242,1576,109.97,0.347323387861252,"Tropical"
"33263","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Unknown","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,84.88,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33265","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.195235,-15.297331,"BA",49,"2017",38118,87.47,-2.01448104881013,2,237,1314,66.06,0.495088934898376,"Tropical"
"33268","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,91.06,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33270","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,92.46,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33271","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Unknown","Unknown",-39.195235,-15.297331,"BA",49,"2017",38118,80.18,-2.01448104881013,2,237,1314,66.06,0.495088934898376,"Tropical"
"33272","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.28188889,-13.85077778,"BA",158,"2014",35995,92.07,-2.01448104881013,2,232,1897,276.7,0.531610071659088,"Tropical"
"33273","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.47375,-12.86025,"BA",346,"2011",35501,99.15,-2.01448104881013,2,224,932,768.37,0.275730669498444,"Tropical"
"33274","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,86.81,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33275","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Unknown","Unknown",-39.089116,-15.258441,"BA",19,"2017",29545,69.01,-2.01448104881013,2,242,1576,88.99,0.480224698781967,"Tropical"
"33276","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,101.18,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33278","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.195235,-15.297331,"BA",49,"2017",38118,87.47,-2.01448104881013,2,237,1314,66.06,0.495088934898376,"Tropical"
"33282","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,86.4,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33283","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.2211,-14.6533,"BA",35,"2011",20208,90.83,-2.01448104881013,2,241,1627,52.84,0.334966212511063,"Tropical"
"33284","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.14374,-15.209971,"BA",35,"2017",43439,117.6,-2.01448104881013,2,242,1576,80.98,0.483926683664322,"Tropical"
"33285","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.123508,-15.128903,"BA",24,"2017",27108,92.81,-2.01448104881013,2,241,1606,81.69,0.467869132757187,"Tropical"
"33287","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.45902778,-13.89791667,"BA",299,"2013",22676,91.06,-2.01448104881013,2,227,1594,674.18,0.540027141571045,"Tropical"
"33288","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,128.91,-2.01448104881013,2,241,1957,212.19,0.473597019910812,"Tropical"
"33292","Passeriformes","Pipridae","Machaeropterus_regulus","Unknown","Male","Unknown",-39.195235,-15.297331,"BA",49,"2017",38118,88.24,-2.01448104881013,2,237,1314,66.06,0.495088934898376,"Tropical"
"33294","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.45902778,-13.89791667,"BA",299,"2013",22676,84.99,-2.01448104881013,2,227,1594,674.18,0.540027141571045,"Tropical"
"33295","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.28388889,-13.83805556,"BA",158,"2014",23967,112.03,-2.01448104881013,2,232,1897,315.77,0.519093096256256,"Tropical"
"33299","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.44851111,-13.89180556,"BA",346,"2014",30850,91.06,-2.01448104881013,2,227,1594,670.24,0.548483729362488,"Tropical"
"33300","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.44851111,-13.89180556,"BA",346,"2012",30850,86,-2.01448104881013,2,227,1594,670.24,0.548483729362488,"Tropical"
"33302","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Male","Unknown",-39.28388889,-13.83805556,"BA",158,"2014",23967,80.94,-2.01448104881013,2,232,1897,315.77,0.519093096256256,"Tropical"
"33305","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.45902778,-13.89791667,"BA",299,"2013",22676,93.92,-2.01448104881013,2,227,1594,674.18,0.540027141571045,"Tropical"
"33307","Passeriformes","Pipridae","Machaeropterus_regulus","Adult","Female","Unknown",-39.45902778,-13.89791667,"BA",299,"2013",22676,92.07,-2.01448104881013,2,227,1594,674.18,0.540027141571045,"Tropical"
"33334","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","Yes",-34.9532021832,-7.9964573463,"PE",60,"2015",42311,107.91,0.104110926340097,2,254,1786,90.31,0.682808756828308,"Tropical"
"33337","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","no",-47.245302,-24.06865,"SP",533,"2015",18306,104.82,0.104110926340097,2,196,1856,375.66,0.478535443544388,"Sub-tropical"
"33338","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","no",-34.973484,-6.550309,"PB",1,"2009",92501,120.75,0.104110926340097,2,257,1656,52.66,0.431277990341187,"Tropical"
"33339","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2011",12264,119.89,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"33340","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","Unknown",-47.452334,-23.920014,"SP",927,"2006",11173,116.96,0.104110926340097,2,170,1720,986.53,0.523723244667053,"Sub-tropical"
"33341","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","Unknown",-47.469706,-23.918526,"SP",912,"2006",24475,104.55,0.104110926340097,2,170,1720,906.55,0.49499899148941,"Sub-tropical"
"33346","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2002",12264,128.4,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"33347","Passeriformes","Furnariidae","Xenops_minutus","Adult","Female","no",-35.712064,-8.545119,"PE",434,"2012",26852,108.33,0.104110926340097,2,224,1269,421.51,0.279331654310226,"Tropical"
"33348","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2015",12264,113.01,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"33351","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","Unknown",-39.375253,-15.985593,"BA",126,"2017",20301,112.98,0.104110926340097,2,236,1191,217.5,0.30355578660965,"Tropical"
"33352","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2012",12264,117.93,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"33354","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","no",-34.9445366915,-7.9938007267,"PE",60,"2015",43917,100.78,0.104110926340097,2,254,1786,75.73,0.4555304646492,"Tropical"
"33356","Passeriformes","Furnariidae","Xenops_minutus","Unknown","Unknown","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,94.85,0.104110926340097,2,241,1957,212.19,0.473597019910812,"Tropical"
"33357","Passeriformes","Furnariidae","Xenops_minutus","Unknown","Unknown","Unknown",-52.37,-22.429,"SP",354,"2005",29412,102.36,0.104110926340097,2,221,1195,353.35,0.430856317281723,"Tropical"
"33358","Passeriformes","Furnariidae","Xenops_minutus","Adult","Unknown","Unknown",-47.490814,-23.873765,"SP",918,"2007",24243,105.47,0.104110926340097,2,170,1720,988.32,0,"Sub-tropical"
"33359","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2011",12264,122.84,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"33360","Passeriformes","Furnariidae","Xenops_minutus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2011",12264,127.55,0.104110926340097,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
